-0.007  1.638  1.000 -0.340 -0.548 
 1.125  1.118  1.000 -0.298  0.457 
 1.346  2.399  1.000 -0.276 -0.152 
 2.284  0.725  1.000  0.023 -1.042 
 1.249  1.276  1.000  0.742 -0.005 
 1.300  0.574  1.000  0.022 -1.158 
-0.597  2.304  1.000  1.604  0.562 
-0.121 -0.720  1.000  0.083 -3.095 
 1.925  2.071  1.000  0.151 -1.472 
 1.380  0.929  1.000  0.029 -0.198 
 0.317  0.668  1.000  0.566  0.809 
-0.593 -0.213  1.000 -0.804  1.154 
 0.388  0.849  1.000  0.162 -0.343 
-0.004  0.717  1.000  0.306  1.937 
 0.081 -0.011  1.000  0.386  2.146 
 1.240  1.091  1.000  0.166  1.230 
 0.104  0.802  1.000  2.322 -1.125 
 0.847  1.520  1.000  0.930 -1.380 
 0.574  1.481  1.000 -1.040 -0.765 
 0.959  0.937  1.000  0.199  0.455 
-0.085  0.246  1.000  0.824 -0.161 
 0.665  0.860  1.000  0.517 -0.509 
 0.734  0.826  1.000 -0.214 -0.146 
 0.479  1.123  1.000  0.158 -0.184 
 1.643  0.911  1.000 -0.352  1.130 
 1.806  3.311  1.000  0.661  0.197 
 0.935  0.638  1.000 -0.891  0.660 
 1.394  1.465  1.000  0.396 -0.196 
-0.243  1.473  1.000  0.511  0.674 
 0.871  1.165  1.000  1.581  0.028 
 1.543  0.406  1.000  1.407 -0.893 
-0.226  0.753  1.000  0.401 -0.839 
 1.355  0.499  1.000 -1.149 -0.938 
 1.269  1.747  1.000 -0.713 -0.994 
-0.066 -0.040  1.000  1.463 -0.708 
 1.903  0.957  1.000 -0.533  0.605 
 1.399  2.176  1.000 -0.121 -0.899 
 2.732  0.585  1.000 -0.054 -0.151 
-0.110  0.992  1.000 -2.412 -0.766 
 1.505  1.046  1.000 -0.804  1.706 
-0.188  1.432  1.000  1.193  1.034 
 1.103  1.850  1.000  0.101 -0.215 
 1.211  0.613  1.000  1.154 -0.364 
 1.698  3.133  1.000  1.119  0.729 
 1.517  2.245  1.000 -0.959  0.745 
 1.925  0.596  1.000  1.633 -3.023 
 1.499  0.408  1.000  0.855 -0.423 
 0.904  0.574  1.000  0.929  0.019 
 2.018  1.055  1.000  0.661 -2.341 
-0.004  1.014  1.000  0.693  1.145 
 0.211  0.080  1.000 -0.182 -0.193 
-1.038  0.328  1.000  0.122  0.285 
-0.928 -0.491  1.000 -0.439 -0.688 
 1.873  1.338  1.000  0.480  0.516 
 0.961  0.979  1.000 -0.684 -0.730 
-1.311  0.722  1.000  2.049  0.522 
-0.207 -1.057  1.000 -0.214 -0.290 
 0.227 -0.003  1.000  0.745  0.691 
-0.659 -0.662  1.000 -1.560 -0.268 
-0.593  0.084  1.000  0.243 -0.109 
 0.231 -0.038  1.000  0.884  2.194 
-0.070 -0.209  1.000  0.388 -0.470 
 0.487  0.094  1.000  0.982 -0.965 
 1.101  1.403  1.000  1.005 -2.144 
-0.608 -1.061  1.000  0.010  1.394 
 0.406 -0.644  1.000  1.436  0.418 
-1.320 -2.123  1.000  0.777  2.067 
 0.194  0.151  1.000 -0.506 -1.632 
-0.128  1.195  1.000 -2.040 -0.190 
-0.008  0.322  1.000  0.657  0.705 
-0.087  0.588  1.000 -0.597 -1.671 
 1.375  1.972  1.000 -0.387  1.422 
 0.905  0.203  1.000 -0.984 -1.077 
-0.541 -1.006  1.000  0.526  0.167 
-0.641  0.560  1.000 -0.854 -0.071 
 0.281  0.876  1.000  0.155 -0.519 
 0.787 -0.309  1.000 -1.479 -0.423 
-0.016 -0.399  1.000 -0.001 -0.190 
 0.829  1.347  1.000 -0.251 -0.393 
 1.632  0.404  1.000  1.309 -0.368 
-0.165 -0.786  1.000  0.458 -0.924 
 0.408  1.583  1.000  0.274 -1.194 
 0.934 -0.317  1.000 -1.520  0.189 
-1.793 -1.398  1.000  1.502  1.460 
 0.883 -1.134  1.000 -1.570  0.674 
 0.169  0.764  1.000 -1.805 -0.771 
-1.124 -1.198  1.000  1.602 -0.037 
-0.020  0.404  1.000  0.104 -0.046 
-1.319  0.147  1.000  0.721 -1.004 
-0.066 -0.002  1.000 -1.620  1.659 
 1.279 -0.129  1.000  0.545  0.011 
 0.303 -0.078  1.000  0.204 -0.517 
 0.446  0.296  1.000 -2.233  1.573 
-1.038 -1.578  1.000 -1.554 -0.330 
-0.784 -0.146  1.000  0.216 -0.125 
 0.155  0.004  1.000 -0.424 -2.180 
 0.080 -1.144  1.000 -0.623 -0.518 
-0.708  0.239  1.000 -0.760 -0.539 
-0.324 -0.507  1.000  0.061 -0.012 
 0.618  0.710  1.000 -1.165 -2.108 
 2.361  2.764  1.000  1.128  0.370 
 1.311  2.404  1.000 -1.620  0.434 
 1.377  1.578  1.000  0.805  0.638 
 1.364  1.208  1.000 -0.485  1.530 
 1.274  2.218  1.000 -0.185  0.463 
 2.185  1.755  1.000 -0.718  1.469 
 1.041  0.275  1.000  0.254 -2.110 
 0.175  0.662  1.000  0.888  0.749 
 0.295  0.448  1.000  1.022  0.945 
 0.659 -0.898  1.000  1.398 -0.786 
-0.251  0.377  1.000 -0.849  1.042 
 0.440  0.373  1.000  0.274  1.360 
 0.068  0.535  1.000  1.443  0.812 
 1.866  2.449  1.000  0.189 -0.492 
 1.409  0.810  1.000 -1.172 -1.178 
 2.103  1.709  1.000  1.237 -0.416 
 0.378 -0.124  1.000 -0.146  2.496 
 0.356 -0.232  1.000  1.284 -0.329 
 2.845  2.082  1.000  0.964  0.966 
 0.733  0.756  1.000 -0.338 -0.826 
 0.864  0.029  1.000 -0.313 -0.328 
 3.247  1.721  1.000  1.688 -0.069 
-0.424  0.295  1.000 -0.174  0.589 
 1.272  1.520  1.000 -0.056  0.771 
 1.830  2.103  1.000  1.013 -0.426 
-0.780 -0.622  1.000 -1.675  0.223 
 0.409  0.516  1.000  0.495  0.070 
-0.248  1.432  1.000 -0.417  0.301 
 0.577  0.738  1.000 -3.097  1.471 
 0.867  1.057  1.000 -1.417  0.918 
 2.327  3.290  1.000 -0.965  1.959 
 0.220  1.513  1.000  1.661 -0.929 
 1.799  0.739  1.000  2.424  0.546 
-0.975 -0.837  1.000  0.356  1.266 
 0.464  1.233  1.000  0.600 -0.259 
 0.203  0.247  1.000 -1.287 -1.934 
 1.307  1.082  1.000 -1.182  0.735 
 1.563 -0.451  1.000 -0.149  0.803 
 0.988  1.018  1.000 -0.100 -0.863 
 0.523 -0.732  1.000 -0.510 -0.390 
 1.490  0.337  1.000 -0.151 -0.398 
 2.351  2.478  1.000  1.189 -0.487 
 0.030  1.171  1.000  0.620 -1.074 
 1.085  2.170  1.000  0.212 -0.068 
 0.421 -0.999  1.000  0.142 -1.395 
 0.636  0.535  1.000 -0.807 -0.660 
 1.894  2.913  1.000  1.032 -1.791 
 1.285  0.685  1.000 -0.077  0.226 
 1.878  0.209  1.000  0.176  1.620 
 0.132  0.120  1.000 -3.019  1.138 
